time,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
3.652000,-300.016000,-1100.190425,-300.015230,0.000000,-10.728836,0.000000,-0.000747,2.600098,-1.237793,-2.838830
3.654000,-300.016000,-1100.190487,-300.015240,0.000000,-1.859665,-0.292969,-0.000757,2.600098,-1.851929,-2.432073
3.656000,-300.016000,-1100.190110,-300.015270,0.000000,11.301041,-0.878906,-0.000730,3.509521,-1.490112,-3.567605
3.658000,-300.016000,-1100.190773,-300.015240,0.000000,-19.884109,0.878906,-0.000760,3.509521,-1.590088,-2.254116
3.660000,-300.016000,-1100.190129,-300.015279,0.000000,19.311905,-1.171875,-0.000721,3.833008,-1.899536,-3.508286
3.662000,-300.016000,-1100.190630,-300.015289,0.000000,-15.020370,-0.292969,-0.000711,3.833008,-1.394897,-2.898149
3.664000,-300.016000,-1100.190516,-300.015309,0.000000,3.433228,-0.585938,-0.000691,3.295898,-2.023315,-2.847305
3.666000,-300.016000,-1100.190310,-300.015338,0.000000,6.151199,-0.878906,-0.000662,3.295898,-1.556763,-3.686243
3.668000,-300.016000,-1100.190868,-300.015318,0.000000,-16.736984,0.585938,-0.000682,2.673340,-1.794800,-2.482917
3.670000,-300.016000,-1100.190244,-300.015357,0.000000,18.739700,-1.171875,-0.000643,2.673340,-1.956665,-3.813354
3.672000,-300.016000,-1100.190825,-300.015338,0.000000,-17.452240,0.585938,-0.000662,2.819824,-1.547241,-2.965942
3.674000,-300.016000,-1100.190578,-300.015367,0.000000,7.438660,-0.878906,-0.000633,2.819824,-2.151855,-3.211692
3.676000,-300.016000,-1100.190516,-300.015416,0.000000,1.859665,-1.464844,-0.000584,3.637695,-1.632935,-3.779458
3.678000,-300.016000,-1100.190978,-300.015426,0.000000,-13.875961,-0.292969,-0.000574,3.637695,-1.966187,-2.720193
3.680000,-300.016000,-1100.190401,-300.015484,0.000000,17.309189,-1.757812,-0.000516,4.217529,-1.999512,-4.025207
3.682000,-300.016000,-1100.191021,-300.015494,0.000000,-18.596649,-0.292969,-0.000506,4.217529,-1.690063,-3.042209
3.684000,-300.016000,-1100.190697,-300.015523,0.000000,9.727478,-0.878906,-0.000477,3.930664,-2.228027,-3.482864
3.686000,-300.016000,-1100.190744,-300.015543,0.000000,-1.430511,-0.585938,-0.000457,3.930664,-1.704346,-3.804880
3.688000,-300.016000,-1100.191107,-300.015553,0.000000,-10.871887,-0.292969,-0.000447,3.222656,-2.075684,-2.923572
3.690000,-300.016000,-1100.190592,-300.015611,0.000000,15.449524,-1.757812,-0.000389,3.222656,-2.013794,-4.126897
3.692000,-300.016000,-1100.191197,-300.015621,0.000000,-18.167496,-0.292969,-0.000379,3.057861,-1.785278,-3.110002
3.694000,-300.016000,-1100.190830,-300.015641,0.000000,11.014938,-0.585938,-0.000359,3.057861,-2.256592,-3.660820
3.696000,-300.016000,-1100.190954,-300.015680,0.000000,-3.719330,-1.171875,-0.000320,3.668213,-1.747192,-3.804880
3.698000,-300.016000,-1100.191231,-300.015709,0.000000,-8.296967,-0.878906,-0.000291,3.668213,-2.142334,-3.050684
3.700000,-300.016000,-1100.190773,-300.015748,0.000000,13.732910,-1.171875,-0.000252,4.266357,-2.013794,-4.160793
3.702000,-300.016000,-1100.191360,-300.015758,0.000000,-17.595291,-0.292969,-0.000242,4.266357,-1.847168,-3.118476
3.704000,-300.016000,-1100.190959,-300.015797,0.000000,12.016296,-1.171875,-0.000203,4.156494,-2.256592,-3.754036
3.706000,-300.016000,-1100.191131,-300.015816,0.000000,-5.149841,-0.585938,-0.000184,4.156494,-1.766235,-3.762510
3.708000,-300.016000,-1100.191345,-300.015816,0.000000,-6.437302,0.000000,-0.000184,3.466797,-2.170898,-3.118476
3.710000,-300.016000,-1100.190930,-300.015855,0.000000,12.445450,-1.171875,-0.000145,3.466797,-1.994751,-4.143845
